红色食品,适宜人群,全部人群
独角犀属,亚目,角型亚目
民俗音乐,发源时期,西周到春秋战国
升平公主,逝世日期,元和五年
升平公主,职业,唐朝公主
升平公主,相关典故,醉打金枝
升平公主,才华,贤明有才思
毛利元就,本名,毛利元就
毛利元就,所处时代,日本战国时期
毛利元就,神号,仰德大明神
白头叶猴,中文学名,白头叶猴
白头叶猴,亚门,脊椎动物亚门
白头叶猴,亚纲,真兽亚纲
白头叶猴,亚目,类人猿亚目
白头叶猴,亚科,疣猴亚科
白头叶猴,亚种,金头叶猴中国亚种
南宁市第二中学,简称,南宁二中
南宁市第二中学,类别,公立中学
南宁市第二中学,所属地区,中国广西
南宁市第二中学,主管部门,南宁市教育局
帝国大厦,类别,超高层建筑
帕累托标准,简称,为帕累托标准
司马相如,别名,司马长卿
司马相如,出生地,蜀郡成都
司马相如,主要成就,汉赋四大家之一
司马相如,祖籍,左冯翊夏阳
孝庄文皇后,出生地,蒙古科尔沁
孝庄文皇后,陵墓,清东陵之昭西陵
歪脖老母,气候类型,温带季风气候
歪脖老母,著名景点,神州罗汉坡
月桂女神,公司口号,与我相拥幸福相伴
客户经理,要点,防范金融风险
锦州烧烤,所属地区,中国东北辽西地区
锦州烧烤,方言,东北方言
条码打印机,类型,专用打印机
首席财务官,作用,财务总监
物业管理,类别,公共服务行业名称
大连民族大学,简称,大连民大
大连民族大学,类别,公立大学
大连民族大学,属性,中央部属高校
普陀鹅耳枥,中文学名,普陀鹅耳枥
普陀鹅耳枥,亚种,普陀鹅耳枥
中国电影金鸡奖,颁奖周期,两年一次
草莓棉花糖,其他出版社,台湾角川书店
双币理财,形式,理财产品
双币理财,投资本金,人民币和美元
采购中心,别称,决策单位
红色警报,游戏类型,角色扮演
泡利不相容原理,别称,泡利原理
泡利不相容原理,应用范围,对所有费米子有效
摩西十诫,性质,最初法律条文
痛仰乐队,别名,痛苦的信仰
植物分类学,说明,植物学科的分支
极乐鸟科,中文学名,极乐鸟科
极乐鸟科,亚门,脊椎动物亚门
极乐鸟科,亚纲,今鸟亚纲
极乐鸟科,亚目,鸣禽亚目
无敌幸运星,出品公司,嘉禾电影有限公司
无敌幸运星,制片地区,中国香港
电脑散热器,材质,铜和铝合金
五级三阶制,别名,五级三晋制
中村俊辅,毕业院校,桐光学园高中
中村俊辅,专业特点,定位球精准
金山影霸,类别,媒体播放软件
三大火炉,地理位置,中国内地
重装机兵,游戏类型,角色扮演
百度硬盘搜索,类别,硬盘搜索软件
百度硬盘搜索,目的,轻松管理硬盘
宇智波佐助,其他名称,内轮佐助
宇智波佐助,家族,宇智波一族
宇智波佐助,妻子,宇智波樱
宇智波佐助,女儿,宇智波佐良娜
吴中四才子,别称,江南四大才子
吴中四才子,出生地,江苏苏州
有机分析,属于,分析化学
三岛由纪夫,别名,平冈公威
三岛由纪夫,民族,大和民族
三岛由纪夫,出生地,日本东京
三岛由纪夫,毕业院校,东京帝国大学
金台夕照,地理位置,中都西南大房山
琼岛春阴,建立时代,清乾隆十六年
太液秋风,类型,太液池的景色
太液秋风,地位,八景之一
有机金属化合物,别名,金属有机化合物
格林尼亚试剂,用途,有机合成
婚前检查,检查对象,男女双方
居庸叠翠,位置,北京西北
居庸叠翠,简介,长城三大名关之一
蓟门烟树,所属,燕京八景之一
损益类账户,方法,借贷方记录增加
时风集团,公司名称,时风集团
时风集团,总部地点,山东省聊城市
时风集团,经营范围,运输机械
吉尔曼试剂,主要作用,溶解有机生物
西山晴雪,地理位置,北京西北郊
西山晴雪,从属,燕京八景
西山晴雪,产生时间,金代明昌间
七氟丙烷,性状,无色无味气体
七氟丙烷,溶解性,微溶于水
太空战士,游戏类型,射击游戏
十二烷基硫酸钠,外观,白色或淡黄色粉状
航空霸业,游戏名称,航空霸业
航空霸业,游戏类别,模拟经营类游戏
皇室血裔,游戏类型,回合策略模拟游戏
监理公司,公司名称,监理公司
监理公司,应用,建筑市场等
火焰之文章,连载网站,幻剑书盟
成实学派,类型,佛教学派
涅槃学派,类型,中国佛教学派之一
新醉打金枝,制片地区,中国香港
新醉打金枝,类型,古装爱情轻喜剧
俱舍学派,所属,中国佛教学派
孝献皇后,主要成就,顺治帝追封皇后
二十五史,上起,传说中的黄帝
现代主义,缘起,第二次工业革命
高泌乳素血症,别称,高催乳素血症
高泌乳素血症,多发群体,育龄女性
南昌理工学院,类别,民办高校
南昌理工学院,主管部门,江西省教育厅
南昌理工学院,校歌,航天之歌
孜然羊肉,口味,味道鲜美
世界摔角娱乐,公司名称,世界摔角娱乐
世界摔角娱乐,公司性质,上市股份制公司
麦味地黄丸,药品名称,麦味地黄丸
快乐西游,开发商,第九城市
快乐西游,发行商,第九城市
快乐西游,运营方式,已经停运
华纳兄弟娱乐公司,公司名称,华纳兄弟娱乐公司
华纳兄弟娱乐公司,母公司,时代华纳
索尼音乐娱乐公司,公司名称,索尼音乐娱乐公司
索尼音乐娱乐公司,创始人,盛田昭夫
网络婚姻法,目的,规范网婚环境
网络婚姻法,文件类型,条例条令
环球唱片,公司名称,环球唱片集团
环球唱片,公司性质,唱片公司集团
漩涡鸣人,饰演,屋良朝幸
漩涡鸣人,家族,漩涡一族
漩涡鸣人,忍道,有话直说
漩涡鸣人,母亲,漩涡玖辛奈
漩涡鸣人,妻子,漩涡雏田
漩涡鸣人,儿子,漩涡博人
漩涡鸣人,女儿,漩涡向日葵
毡袜裹脚靴,解释,比喻彼此都一样
这山望着那山高,同义词,见异思迁
美少女战士,其它译名,美少女战士真人版
美少女战士,编剧,小林靖子
美少女战士,其它译名,美少女战士真人版
美少女战士,编剧,小林靖子
中曾根康弘,出生地,日本群马县高崎市
中曾根康弘,毕业院校,东京大学法学部
温泉关之战,名称,温泉关之战
温泉关之战,地点,希腊德摩比勒隘口
温泉关之战,背景,第二次波希战争
大平正芳,出生地,日本香川县
大平正芳,毕业院校,东京商科大学
一骑当千,作者,塩崎雄二
天上天下,作者,大暮维人
天上天下,其他出版社,尖端出版社
隆庆开关,类型,开放政策
隆庆开关,时间,明朝中后期
江诗丹顿,所属国家,瑞士联邦
开平碉楼,地理位置,广东省江门开平市
开平碉楼,文化类型,文化遗产
开平碉楼,所属城市,广东省江门市
开平碉楼,著名景点,日升楼与翼云楼
南阳府衙,气候类型,亚热带气候
南阳府衙,著名景点,府衙古建筑群
南阳府衙,步行街,南阳府衙美食街
南阳府衙,所属城市,河南省南阳市
社旗山陕会馆,始建时代,清乾隆二十一年
社旗山陕会馆,景点类别,历史人文
社旗山陕会馆,景区荣誉,中国第一会馆
社旗山陕会馆,交通,南阳姜营机场
社旗山陕会馆,所属城市,河南省社旗县
大庆师范学院,简称,大庆师院
大庆师范学院,类别,公立大学
大庆师范学院,属性,普通高等院校
大庆师范学院,所属地区,黑龙江大庆
大庆师范学院,主管部门,黑龙江省
大庆师范学院,校歌,大庆师范学院校歌
天气形势,依据,天气形势分析
天气现象,相关术语,气象观测
大气波动,性质,各种波动的总称
大气污染,温馨提示,大气污染
大气分层,类型,气象学名词
谐音字谜,领域,汉语文化
陇东学院,类别,公立大学
陇东学院,校歌,陇东学院校歌
中国十大竹乡,西南竹乡,贵州赤水
高尔夫球规则,软件名称,高尔夫球规则
名人效应,作用,刺激消费
名人效应,本质,品牌效应
国际标准化组织,形式,非政府组织
国际标准化组织,目标与焦点,国际标准化
安徽师范大学,简称,安徽师大
安徽师范大学,类别,公立大学
安徽师范大学,属性,省部共建高校
安徽师范大学,主管部门,安徽省人民政府
安徽工业大学,类别,公立大学
安徽工业大学,学校类型,工科研究型大学
安徽工业大学,属性,省部共建大学
安徽工业大学,主管部门,安徽省人民政府
安徽工业大学,校歌,安徽工业大学校歌
国际经济法,产生,第二次世界大战后
国际经济法,性质,法学学科
安徽医科大学,类别,公立大学
盖伦国际教育,校训,德智体美发展
安徽理工大学,类别,公立大学
世界各国花卉节日,背景,各国文化
世界各国花卉节日,方式,特有的游行等
彩信相册,平台,移动梦网
彩信相册,运营商,中国移动
彩信相册,收费类型,流量收费
圣埃格尼丝,类别,宗教画代表作
示巴女王上船,时间,十七世纪
银河的起源,类别,布面油画
查理一世行猎图,画中人物,查理一世
召唤使徒马太,性质,圣经故事
奇异粒子,名字由来,起初对此无法解释
迦拿的婚礼,作者,维洛奈思
钱商和他的妻子,现存地点,巴黎卢浮宫
三王行列,位置,梅第奇的府第
外祖母悖论,类别,科学言论
外祖母悖论,属性,科学假设
外祖母悖论,解释,爱因斯坦相对论
一代女帝,作者,月光如水一般
一代女帝,连载网站,小说阅读网
城镇土地使用税,征税对象,开征范围的土地
千金小姐,名称,千金小姐
神宗一郎,配音,神奈延年
神宗一郎,登场作品,灌篮高手
神宗一郎,学校,海南大学附属高中
神宗一郎,位置,得分后卫
资本收益率,别名,资本利润率
无氧呼吸,别称,厌氧呼吸
微量元素,又名,痕量元素
祝融夫人,职业,南王夫人
祝融夫人,弟弟,带来洞主
阴阳五行,类别,道家哲学
长平之战,名称,长平之战
语过添情,片长,微电影三部曲
皮克斯动画工作室,公司名称,皮克斯动画工作室
兰州黄河铁桥,成就,天下黄河第一桥
卡多利亚,中文学名,卡多利亚
苍溪雪梨,产地名称,四川省苍溪县
临沂在线,公司名称,临沂在线
临沂在线,经营范围,综合门户
人类理解论,书名,人类理解论
人类理解论,出版社,陕西人民出版社
气候类型,研究内容,世界气候类型
日本料理,起源,日本列岛
日本料理,含义,日本式烹饪
纯粹理性批判,作品名称,纯粹理性批判
纯粹理性批判,类别,哲学著作
临沂信息港,重点栏目,临沂人的网上家园
温带反气旋,别称,温带冷性反气旋
温带反气旋,水平范围,几千公里
温带反气旋,结构,一种高气压系统
苏联共产党,前身,俄国社会民主工党
实践理性批判,书名,实践理性批判
实践理性批判,出版社,人民出版社
天涯何处无芳草,词句,天涯何处无芳草
苍溪县红军渡景区,类别,历史博物馆
苍溪县红军渡景区,馆藏精品,石刻标语
迷你雪纳瑞犬,中文学名,迷你雪纳瑞犬
迷你雪纳瑞犬,别称,迷你雪纳瑞犬
迷你雪纳瑞犬,亚门,脊椎动物亚门
迷你雪纳瑞犬,亚纲,真兽亚纲
迷你雪纳瑞犬,亚目,裂脚亚目
郑州博物馆,类别,地方综合性博物馆
郑州博物馆,博物馆级别,国家一级博物馆
断桥残雪,地理位置,中国浙江杭州
断桥残雪,气候类型,亚热带季风气候
断桥残雪,所属城市,浙江省杭州市
放射分析化学,别称,核分析化学
龙卷气旋,形状,呈圆锥形或绳索形
城市热岛风,类型,自然气候
城市热岛风,定义,城市发热量大
巨型雪纳瑞,中文学名,巨型雪纳瑞
防腐蚀技术,作用,表面防护
竹露天涯,属于,个人主页
花之圣母大教堂,地位,世界第四大教堂
花之圣母大教堂,所属城市,佛罗伦萨市
花之圣母大教堂,建筑风格,哥特式风格
自然辩证法,来源,马克思主义
自然辩证法,创始人,马克思和恩格斯
自然辩证法,应用,哲学思辨
菲亚特汽车公司,公司名称,菲亚特汽车公司
菲亚特汽车公司,经营范围,高端汽车生产
菲亚特汽车公司,公司性质,外商独资
菲利浦石油公司,公司名称,菲利浦石油公司
存在与虚无,作品名称,存在与虚无
春秋繁露,作品类型,政治哲学
平湖秋月,开放时间,全天开放
平湖秋月,所属城市,浙江省杭州市
白虎通义,作品名称,白虎通义
闭路电视,好处一,保护人身安全
闭路电视,好处二,节省时间
闭路电视,好处三,提高效率
闭路电视,好处四,处理和保存信息
黑鹰坠落,出品公司,哥伦比亚影业
白虎通义,作品名称,白虎通义
厦门航空工业,位置,厦门本岛的东北部
五经正义,属性,五部儒家经典著作
五经正义,属系,经学义疏
全国爱肝日,节日类型,健康节日
全国爱肝日,设定地点,中华人民共和国
寒武纪生命大爆发,起源,埃迪卡拉动物群
寒武纪生命大爆发,代表,云南澄江生物群
涡轮风扇发动机,简称,涡扇发动机
涡轮风扇发动机,来源,涡轮喷气发动机
自君别后,所属专辑,共度好时光
五经正义,属性,五部儒家经典著作
五经正义,属系,经学义疏
欧几里得几何,作者,欧几里得
欧几里得几何,简称,欧氏几何
四书章句集注,又名,四书章句集注
四书章句集注,出版社,中华书局
博而不精,近义词,博者不知
欧几里德空间,发现者,欧几里得
欧洲共同体,主要国家,欧洲各国
恶搞文化,性质,胡闹娱乐文化
恶搞文化,对象,严肃主题加以解构
罗马帝国衰亡史,作品名称,罗马帝国衰亡史
罗马帝国衰亡史,作品类别,历史著作
欧洲议会,总部所在地,斯特拉斯堡
佛法死人,出处,止观辅行传弘决
四书章句集注,又名,四书章句集注
四书章句集注,出版社,中华书局
问世间情是何物,简介,金文学家元好问词
毕恭毕敬,解释,十分恭敬有礼貌
捕风捉影,修饰,说话或做事
兵贵神速,感情色彩,中性成语
佛牙舍利塔,创建时间,公元八世纪
前列腺增生,就诊科室,泌尿外科
前列腺增生,多发群体,中老年男性
古代社会,书名,古代社会
不寒而栗,实质,形容非常恐惧
扁头哈那鲨,中文学名,扁头哈那鲨
扁头哈那鲨,别称,尖头七鳃鲨
扁头哈那鲨,分布区域,东海和黄海
苏堤春晓,地理位置,杭州西湖苏堤
苏堤春晓,所属城市,浙江省杭州市
欧洲货币单位,属性,综合货币单位
雌核生殖,本质,无性克隆技术
世界经济论坛,总部,瑞士日内瓦
纳米技术,别名,毫微技术
欧洲联盟,首都,布鲁塞尔
欧洲联盟,格言,多元一体
地理系统,属性,一种系统
不可多得,类型,汉语词汇
不堪回首,书名,不堪回首
地域分异规律,发现者,埃拉托色尼
地域分异规律,学科,自然地理学
方位天文学,类型,天体测量学
方位天文学,起源,哥白尼日心说
自然区划,根据,地域分异规律
自然区划,对象,按区划的对象
体内受精,结果,卵子受精
不可救药,类型,汉语词汇
土地评价,所属学科,自然科学
土地评价,研究方法,分析比较法
小斑星鲨,中文学名,小斑星鲨
航天通信,公司名称,航天通信
航天通信,公司性质,有限公司
明夷待访录,诞生,明末清初
明夷待访录,领域,中国政治思想
协调世界时,应用领域,测绘科学与技术
净空法师,出生地,中国安徽省庐江县
卡文迪许,悬赏金额,三亿三千万贝利
卡文迪许,国籍,隆美尔国
卡文迪许,所患疾病,双重人格
卡文迪许,海贼团,俊美海贼团
卡文迪许,职位,俊美海贼团船长
视觉产业,意识,唯美主义
历书天文学,属于,天体力学
历书天文学,研究方法,天体力学数值方法
分裂生殖,意义,无性繁殖方式之一
出芽生殖,所属,无性生殖
定庵文集,书名,定庵文集
明夷待访录,诞生,明末清初
明夷待访录,领域,中国政治思想
柳浪闻莺,类型,城市公园
柳浪闻莺,所属城市,浙江省杭州市
断裂生殖,属于,无性生殖
片面最惠国待遇,定义,详见正文
清朝官制,级别,九品十九个级别
孢子生殖,主体,孢子植物和真菌
孢子生殖,本质,生殖方式
西方法律文学,地区,时间西方地区
国际原子时,作用,协调全球时间标准
近代中国革命,性质,民族民主革命
定庵文集,书名,定庵文集
北京马拉松,赛事类型,路跑比赛
北京马拉松,赛事级别,国际田联金标赛事
北京马拉松,原名,北京国际马拉松赛
南屏晚钟,所属城市,浙江省杭州市
巴比妥酸,又称,丙二酰脲
天朝田亩制度,制定目的,解决土地问题
天朝田亩制度,制定组织,太平天国
旧民主主义革命,开始事件,鸦片战争
旧民主主义革命,结束事件,五四运动
天然抗体,别名,正常抗体
商品输出,输出国,自由资本主义国家
商品输出,目的,获取高额利润
商品输出,时间,第一次工业革命
双峰插云,地理位置,西湖十景之八
双峰插云,所属城市,浙江省杭州市
偶氮颜料,类型,有机颜料
天朝田亩制度,制定目的,解决土地问题
天朝田亩制度,制定组织,太平天国
清朝君主,姓氏,爱新觉罗氏
第十二夜,作品名称,第十二夜
第十二夜,作品别名,各遂所愿
势力范围,宣称,享有独占的权利
二甲基亚砜,别称,二甲亚砜
二甲基亚砜,外观,无色液体
二甲基亚砜,安全性描述,避光低温稳定
不远千里,词语,不远千里
不远千里,释义,不以千里为远
中国历朝政区数,内容,政区数量
图腾崇拜,源起,旧石器时代晚期
图腾崇拜,性质,文化现象
炼金术士,其他名称,炼金术士
不因人热,近义词,自力更生
萨摩耶犬,中文学名,萨摩耶犬
萨摩耶犬,亚门,脊椎动物亚门
萨摩耶犬,亚纲,真兽亚纲
萨摩耶犬,亚目,裂脚亚目
萨摩耶犬,分布区域,西伯利亚
萨摩耶犬,智商,中等偏上
中央空调,方法,液体汽化制冷法
拔帜易帜,意思,取而代之
排泄系统,性质,新陈代谢过程
排泄系统,作用,将废物排除体外
排泄系统,功能,维持体内环境稳定
春秋三传,时间,春秋时期
春秋三传,体裁,编年体史书
春秋三传,出版社,上海古籍出版社
心理暗示,类型,心理特点
心理暗示,特点,受暗示性
心理暗示,种类,自我暗示与他暗示
广元女儿节,地方,广元一带
呼吸系统,治疗方法,负离子自然疗法
焦点访谈,类型,新闻评论类
焦点访谈,制作公司,中国中央电视台
药王保健品厂,公司名称,药王保健品厂
药王保健品厂,总部地点,中国陕西省铜川市
经济半小时,类型,财经资讯
经济半小时,制作公司,中国中央电视台
淋巴系统,功能,重要防卫体系
淋巴系统,研究方法,直接注射法
重庆解放碑,气候类型,亚热带季风气候
点纹十二卷,中文学名,点纹十二卷
点纹十二卷,亚门,木贼亚门
点纹十二卷,亚纲,百合亚纲
点纹十二卷,亚科,阿福花亚科
中古时代,出自,西方文明史
中古时代,适合对象,欧洲历史
撒拉逊人,类型,沙漠牧民
挑战主持人,节目口号,挑战无处不在
挑战主持人,节目改名,我要上春晚
自由贸易,对称,保护贸易
泌尿系统,属于,生理过程
七叶一枝花,中文学名,七叶一枝花
七叶一枝花,亚纲,百合亚纲
安丘市第一中学,简称,安丘一中
安丘市第一中学,所属地区,中国山东省安丘市
安丘市第一中学,类别,公立高中
安丘市第一中学,学校属性,山东省重点高中
竞争优势,地位,著名三部曲之一
唐律疏议,书名,唐律疏议
唐律疏议,类别,封建刑事法典
网络端口,方法,用于网络通信
台湾百合,中文学名,台湾百合
贞观政要,书名,贞观政要
贞观政要,原版名称,贞观政要
贞观政要,译者,戈直集論
贞观政要,类别,政论类史书
人民代表大会,组织原则,民主集中制
亚洲百合,中文学名,亚洲百合
满城草莓,类型,经济作物
满城草莓,属性,支柱产业
软件界面设计,满足,软件专业化标准化
软件界面设计,包括,软件启动封面设计
葡萄风信子,中文学名,葡萄风信子
葡萄风信子,亚目,百合亚目
阿兹特克文明,文字,图画文字
阿兹特克文明,种族,阿兹特克人
通鉴纪事本末,书名,通鉴纪事本末
保定军校广场,气候类型,暖温带大陆性气候
保定军校广场,开放时间,全天开放
保定军校广场,门票价格,免费开放
保定军校广场,所属城市,河北省保定市
湖北百合,中文学名,湖北百合
湖北百合,亚纲,百合亚纲
吸血鬼与狼人,发行公司,顶峰娱乐公司
保定陆军军官学校,简称,保定军校
保定陆军军官学校,类别,公立大学
保定陆军军官学校,所属地区,中国河北省保定市
保定陆军军官学校,主管部门,民国陆军部
文献通考,书名,文献通考
文献通考,类别,典章制度
关节脱位,常见病因,暴力作用
读通鉴论,书名,读通鉴论
西撒哈拉,简称,西撒哈拉
西撒哈拉,官方语言,阿拉伯语
西撒哈拉,货币,西撒哈拉比塞塔
西撒哈拉,政治体制,总统制共和制
西撒哈拉,主要宗教,伊斯兰教
西撒哈拉,水域率,忽略不计
西撒哈拉,道路通行,靠右行驶
绝对控股,模式,绝对控股模式
文史通义,成书时间,清嘉庆六年
文史通义,类型,史学理论
苏禄国东王墓,墓主身份,苏禄国东王
苏禄国东王墓,始建时间,明永乐十五年
希望英语,别名,希望英语杂志
希望英语,制作公司,中国中央电视台
东方朔墓,地理位置,德州市陵城区
东方朔墓,气候类型,温带季风气候
东方朔墓,著名景点,东方朔墓园
米老鼠树花,中文学名,桂叶黄梅
米老鼠树花,别称,米老鼠树
光叶子花,中文学名,光叶子花
光叶子花,亚纲,原始花被亚纲
土方工程,别称,土石方工程
空壳公司,别名,现成公司
认识你自己,出版社,江西人民出版社
营造法式,书名,营造法式
营造法式,类别,施工的规范书
营造法式,出版时间,宋崇宁二年
日本茶道,基础,日常茶饭事
办公室配偶,词条类型,生活词汇
牛郎和织女,类型,少女恋爱漫画
托木尔峰,地理位置,阿克苏地区温宿县
托木尔峰,气候类型,高原山地气候
托木尔峰,从属,天山山脉中天山区
托木尔峰,所属城市,新疆阿克苏地区
购买力平价理论,主要阐述,购买力关系的理论
购买力平价理论,核心观点,绝对购买力平价
农政全书,书名,农政全书
农政全书,原版名称,農政全書
农政全书,类别,农学著作
农政全书,出版时间,明朝万历年间
日本小檗,中文学名,日本小檗
日本小檗,亚纲,原始花被亚纲
加那利群岛,所属地区,加那利群岛自治区
加那利群岛,气候条件,地中海气候
加那利群岛,著名景点,泰德国家公园
天天饮食,制作公司,中央电视台
日本插花,实质,日本的花造型艺术
日本插花,词条类型,生活词汇
新疆农业大学,简称,新疆农大
新疆农业大学,主管部门,新疆维吾尔自治区
新疆农业大学,校歌,永远的八农
十大功劳,中文学名,十大功劳
十大功劳,亚纲,原始花被亚纲
针灸甲乙经,归属类别,中医典籍
我为歌狂,播出频道,安徽卫视
伤寒杂病论,书名,伤寒杂病论
盛大盒子,介绍,宽带娱乐电脑
阔叶十大功劳,中文学名,阔叶十大功劳
阔叶十大功劳,亚纲,原始花被亚纲
经营城市,核心,土地出让金
经营城市,实质,土地财政
经营城市,其他称法,第二财政
卡通雕塑,艺术属性,相对永久性
场地平整,计算步骤三,统计挖填土方量
西安旅游,公司名称,西安旅游网
西安旅游,总部地点,陕西省西安市
岛夷志略,类别,海道交通
徐霞客游记,作品名称,徐霞客游记
徐霞客游记,文学体裁,散文游记
米老鼠和唐老鸭,类型,喜剧性动画片
鬼眼狂刀,作者,上条明峰
鬼眼狂刀,原作,上条明峰
鬼眼狂刀,其他出版社,东立出版社
横沟正史,出生地,日本兵库县神户市
横沟正史,毕业院校,大阪大学
总状花序,中文学名,总状花序
总状花序,类型,穗状花序
划拨土地,别名,划拨土地使用权
宫泽理惠,出生地,东京都练马区
读史方舆纪要,书名,读史方舆纪要
读史方舆纪要,出版社,中华书局
星光大道,制作公司,中国中央电视台
星光大道,季播节目,星光大道超级版
康保县第一中学,所属地区,河北张家口
康保县第一中学,前身,康保县短师训练班
大清一统志,类别,地理总志
大清一统志,出版社,上海古籍出版社
土地出让使用权,简称,土地使用权
穗状花序,中文学名,穗状花序
笔记本配件,种类,配件种类众多
台湾小吃,软件名称,台湾小吃
中国电影报道,类型,电影娱乐资讯栏目
放生月毛,别称,宝生月毛
放生月毛,特点,毛色接近米色的马
柔荑花序,属性,无限花序的一种
柔荑花序,特性,花轴柔软常下垂
动漫世界,类型,少儿栏目
动漫世界,制作公司,中央电视台
梅屋庄吉,主要成就,支援辛亥革命
拯救大兵瑞恩,主要奖项,奥斯卡最佳导演奖
留尼汪岛,行政区类别,法国海外领地
今日说法,类型,法制栏目
今日说法,制作公司,中央电视台
大地测量学,特点,测绘学的一个分支
大自流盆地,特征,世界第三大盆地
大同盆地,位置,中国山西省
大同盆地,遗迹,古地震形变遗迹
地方自治,国家,英美法系国家
地方自治,性质,自治制度
银川唐徕回民中学,简称,银川唐中
银川唐徕回民中学,类别,公办中学
银川唐徕回民中学,所属地区,宁夏银川
半坡遗址,所属城市,陕西西安
地空导弹兵,装备,地空导弹武器系统
地空导弹兵,类型,兵种或部队
美甲产品,产品,水转印贴花
美甲产品,耗材包括,甲油系列等
美甲产品,硬件包括,美甲台等
任督二脉,属于,奇经八脉
古诗十九首,作品名称,古诗十九首
古诗十九首,文学体裁,五言古诗
地理位置,分类,自然地理位置等
地理位置,功用,揭示自然要素等
地理位置,领域,测绘科学与技术
地理坐标,适用学科,大地测量学
地理坐标,应用领域,测绘科学与技术
地理定位站,地点,特定区域
地理定位站,性质,野外基地
美甲小游戏,游戏目标,设计你的手指甲
地理数学模型,基础,实地地理调查
荷叶铁线蕨,中文学名,荷叶铁线蕨
荷叶铁线蕨,保护级别,国家二级
地球表层,性质,地质学专业术语
健康之路,类型,生活服务
健康之路,制作公司,中国中央电视台
新闻周刊,别名,中国周刊
新闻周刊,类型,新闻专题类
新闻周刊,制作公司,中国中央电视台
吉尼斯世界之最,软件名称,吉尼斯世界之最
黄喉拟水龟,中文学名,黄喉拟水龟
国家利益,最终,人民的利益
国家利益,核心,发展经济
地球静止卫星,轨道,地球静止卫星轨道
东方儿童,类型,少儿节目
地球年龄,相关,地球起源的假说
青海生活信息网,运营组织,青海人家
峨眉耳蕨,中文学名,峨眉耳蕨
峨眉耳蕨,亚纲,薄囊蕨亚纲
东方时空,类型,新闻资讯类
东方时空,制作公司,中央电视台
西安钟楼,建筑年代,明洪武十七年
西安钟楼,所属城市,陕西省西安市
伞房花序,中文学名,伞房花序
伞房花序,开花顺序,从外向内
伞房花序,花序,无限花序的一种
西安鼓楼,所属城市,陕西省西安市
怪奇魅影,作者,伊藤润二
水银蒸发令,其它译名,终极密码战
水银蒸发令,拍摄地点,美国芝加哥
梦想剧场,别名,东方剧场
梦想剧场,类型,电视剧场
梦想剧场,播出频道,东方卫视
梦想剧场,正在播出,恋爱先生
梦想剧场,即将播出,一路繁花相送
西安曲江海洋馆,地理位置,西安曲江
西安曲江海洋馆,气候类型,温带季风气候
西安曲江海洋馆,所属城市,陕西省西安市
伞形花序,繁体,伞形蘤序
快乐星期五,类型,综艺节目
快乐星期五,播出频道,黑龙江卫视
截基盾蕨,中文学名,截基盾蕨
新闻会客厅,类型,一档名牌栏目
新闻会客厅,制片地区,中国大陆
地图匹配,属于,图像处理
蟹爪叶盾蕨,中文学名,蟹爪叶盾蕨
地下水动力学,应用,兴利防害
国际观察,主办单位,上海外国语大学
宁武方言,归属,晋语五台片
肉穗花序,中文学名,肉穗花序
肉穗花序,别称,佛焰花序
肉穗花序,亚科,马鞭草亚科
肉穗花序,类别,无限花序
国家体育场,类别,主体钢结构
国家体育场,地点,北京奥林匹克公园
国家体育场,著名景点,鸟巢空中走廊
洛丽塔风格,兴起,日本原宿
大唐芙蓉园,地理位置,陕西省西安市
大唐芙蓉园,气候类型,温带季风气候
大唐芙蓉园,所属城市,陕西省西安市
金头闭壳龟,中文学名,金头闭壳龟
金头闭壳龟,亚门,脊椎动物亚门
金头闭壳龟,亚目,曲颈龟亚目
迷失太空,发行公司,华纳家庭视频公司
黄缘闭壳龟,中文学名,黄缘闭壳龟
黄缘闭壳龟,亚纲,龟鳖亚纲
集成家装,特点,一体化家居
尖峰时刻,出品公司,新线电影公司
遁甲天书,性质,游戏产物
壶口瀑布,气候类型,大陆性季风气候
壶口瀑布,瀑布类型,构造型瀑布
壶口瀑布,所属水系,黄河水系
地质年代学,学科类型,综合性学科
地质年代学,研究内容,地球历史演化等
爱在心里口难开,其它译名,尽善尽美
隐头花序,中文学名,隐头花序
隐头花序,分布区域,世界各地
陕西黄帝陵,位于,延安黄陵县城
危险性游戏,制片人,尼尔墨瑞兹
地震预测,预测方法,一定的构造环境
拍拍二手,软件名称,拍拍二手
古地磁学,简介,地磁场方向磁化
古地磁学,原理,且具有全球一致性
中国人民解放军,成立的标志,发动南昌起义
第六感生死缘,出品公司,美国环球影片公司
第六感生死缘,特技制作,工业光魔公司
第六感生死缘,混音,杜比数码环绕声
长白山脉,所属山系,长白山脉
长白山脉,走向,东北至西南
长白山脉,起点,吉林省大黑山
长白山脉,终点,黑龙江省大青山
亡命天涯,其它译名,绝命追杀令
亡命天涯,发行公司,华纳兄弟影片公司
亡命天涯,混音,杜比数码环绕声
大巴山脉,位置,中国西部
大巴山脉,地质构成,复背斜结构
头状花序,中文学名,头状花序
掉渣烧饼,别名,土家掉渣饼
掉渣烧饼,特色,用老面发酵才香甜
煮酒论英雄,作品名称,煮酒论英雄
煮酒论英雄,作品别名,青梅煮酒论英雄
煮酒论英雄,创作年代,元末明初
煮酒论英雄,作品出处,三国演义
朝鲜崖柏,中文学名,朝鲜崖柏
